filename;processes;threads/cores;nx;problem-size(GB);DDOT;WAXPY;SpMV;MG;Raw-Total;HPCG-3.0;HPCG-2.4;Mode;Schedule;nodes;DDOT-opt;SPVM-opt;SPMV-ARMPL;SCHED-ON
../test_NEW_1_static/fj001-1ranks-1threads_HPCG-Benchmark_3.0_2022-11-24_04-32-37.txt;1;1;144;2.13405;8.49095;5.43947;1.19832;0.787351;0.852981;0.832519;0.839283;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-1threads_HPCG-Benchmark_3.0_2022-11-24_04-43-50.txt;1;1;144;2.13405;8.51256;5.44139;1.19358;0.787196;0.852486;0.833567;0.84036;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-2threads_HPCG-Benchmark_3.0_2022-11-24_04-36-20.txt;1;2;144;2.13405;16.2343;10.8015;1.77774;1.34517;1.43287;1.38531;1.39898;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-2threads_HPCG-Benchmark_3.0_2022-11-24_04-47-32.txt;1;2;144;2.13405;16.1235;10.5646;1.77377;1.34242;1.42985;1.38669;1.40037;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-3threads_HPCG-Benchmark_3.0_2022-11-24_04-51-08.txt;1;3;144;2.13405;22.6835;14.7884;2.5603;1.81695;1.94708;1.86504;1.892;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-4threads_HPCG-Benchmark_3.0_2022-11-24_04-54-21.txt;1;4;144;2.13405;26.1844;17.3358;3.39517;2.22149;2.39812;2.27879;2.31952;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-5threads_HPCG-Benchmark_3.0_2022-11-24_04-57-39.txt;1;5;144;2.13405;27.6115;17.3871;4.1968;2.55251;2.77161;2.613;2.6692;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-6threads_HPCG-Benchmark_3.0_2022-11-24_05-00-46.txt;1;6;144;2.13405;28.5865;17.5488;5.02011;2.84269;3.10346;2.89549;2.97856;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-7threads_HPCG-Benchmark_3.0_2022-11-24_05-03-45.txt;1;7;144;2.13405;28.68;17.5118;5.86233;3.11245;3.41288;3.16818;3.26407;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-8threads_HPCG-Benchmark_3.0_2022-11-24_05-06-38.txt;1;8;144;2.13405;28.8499;17.5071;6.68554;3.31729;3.65449;3.38414;3.4866;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-9threads_HPCG-Benchmark_3.0_2022-11-24_05-09-41.txt;1;9;144;2.13405;28.557;17.3639;7.57021;3.49076;3.86411;3.55535;3.67773;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-10threads_HPCG-Benchmark_3.0_2022-11-24_05-12-40.txt;1;10;144;2.13405;28.56;17.4916;8.30027;3.66829;4.06985;3.73199;3.86512;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-11threads_HPCG-Benchmark_3.0_2022-11-24_05-15-34.txt;1;11;144;2.13405;28.5757;17.5118;9.17135;3.82647;4.2594;3.89592;4.03699;TDG;(static,144);1;?;?;?;1
../test_NEW_1_static/fj001-1ranks-12threads_HPCG-Benchmark_3.0_2022-11-24_05-18-25.txt;1;12;144;2.13405;28.5514;17.4664;9.89061;3.9728;4.43047;4.03015;4.19295;TDG;(static,144);1;?;?;?;1
